,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36
74,-66713362,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4900709112160491,0.0,0.4533332668974948,0.0,0.0,0.0,0.0,0.0,0.0
75,-60384355,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6122353166413341,0.0,0.0,0.0,0.3838782779491857,0.0,0.0,0.0,0.0
76,-58877003,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.990175428499422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,-58327155,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9151514727850738,0.0,0.0,0.0,0.0,0.0,0.0
78,-50741406,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3274633057049357,0.0,0.0,0.31503266297154187,0.32329748104135664,0.0
79,-50628522,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9766666070736634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,-49798450,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2486765060156134,0.0,0.0,0.24538741414183746,0.0,0.0,0.0,0.0,0.0,0.0,0.4725489944573128,0.0,0.0
81,-45536169,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9717171122488116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,-44606029,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6867612272422693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3031612394502832,0.0,0.0,0.0,0.0,0.0,0.0
83,-42751880,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9740740359775344,0.0,0.0
84,-41617040,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333335926342315,0.03333333333333673,0.03333334621279504,0.03333333333333659,0.03333336174163132,0.033333338498181674,0.033333333333334825,0.5333331564699976,0.033333409896382116,0.03333333800421375,0.03333334096400799,0.03333333714038348,0.03333333333333624,0.03333333877518893,0.033333339700450576
85,-41582603,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333336736724326,0.5333329090406049,0.0333333498399346,0.0333333333364249,0.033333346502473764,0.03333334264841966,0.03333335812453237,0.03333337012579605,0.03333338436320925,0.033333365828667166,0.033333498756037236,0.033333348984277866,0.033333333361232544,0.033333333580555916,0.033333388771109335
86,-41303428,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033333336734557614,0.5333329243742588,0.033333349829420864,0.03333333333642294,0.033333346494086834,0.033333342642488065,0.033333358108737006,0.033333370102343864,0.033333384330664864,0.03333336580795735,0.03333348358739124,0.03333334897430945,0.03333333336121479,0.03333333358039855,0.033333388735747926
